user,date,komentar,reviewCreatedVersion
Fatih Dwi,2025-05-16 12:08:20,gua lihat lihat makin kikir gini Telkomsel,8.7.0
Aris Purwandi,2025-05-16 12:04:39,"Lelet karena kebanyakan fitur. Orang cuma butuh cek sisa pulsa/kuota, masa aktif dan beli paket internet. Ini segala macam ada mulai game, bayar listrik, asuransi, jual beli musang dll",8.7.0
Sofyan Hadi,2025-05-16 12:01:39,"UPDATE TUH JARINGAN, APLIKASI TERUS DI UPDATE BUAT APAAN COBA",8.7.0
Bagus Maha dwika,2025-05-16 11:59:54,"banyak SMS ambigu, tau2 pulsa tepotong, dan paket2 sering diganti karena sering dibeli,tidak mengerti konsumen hanya mencari keuntungan semata Telkomsel buruk, jika bisa diberi 0 bintang saya beri 0 bintang bukan 1 bintang, 1bintang sudah tidak layak 0 bintang pun tidak layak, yg layak hanya minus, minus, minus, minus, minus, minus, dan seterusnya minus",8.7.0
Donny Gor Satria Farm,2025-05-16 11:51:16,Lemot banyak ga guna nya,8.7.0
Adit Tia,2025-05-16 11:50:25,lemot anying mau chek kuolta aja 😂😂,8.7.0
Siti,2025-05-16 11:49:57,"mau hapus nomor-nomor lain dari aplikasi hpku malah ga bisa, padahal udah masukin kode nya, udah berhasil masukin kode tapi pas di cek nomornya nggak ke hapus",8.7.0
Muhammad Rifky,2025-05-16 11:49:29,"bukannya tambah mudah malah makin ribet, gua kemaren nyambungin akun dana, di situ ngulang terus gara gara ngebug, gua coba berkali kali akhirnya bisa, nah besok nya malah di suruh nyambungin lagi jir kaga jelas bgt telkomsel ini. bikin orang kesel aja.😡",8.7.0
Sugih Ramadhan,2025-05-16 11:48:51,kebanyakan korupsi,8.7.0
Erik Eriyandi,2025-05-16 11:46:32,"saya sudah hampir 1 bulan mau coba beli paket Telkomsel tetapi sinyal masih buruk dan tidak ada perubahan, di my Telkomsel ada pusat bantuan tapi pas sudah terhubung ke cs respon nya sangat lama bisa sampai 20-25menit baru di respon dan sangat tidak membantu",8.7.0
unun kadee,2025-05-16 11:44:33,"abis di update malah blank putih ga bisa dibuka, kenapa ini? tolonglah jangan megecewakan pelanggan mu, nanti kamu bangkrut boss",8.7.0
Dena Leo,2025-05-16 11:40:06,"Gk Ngotak Kadang Telkomsel Ini Mah,Paket Data Diacak Kayak Memaksakan Pelanggan Membeli Kuota Yang Semakin Hari Semakin Gak Ngotak...Telkomsel BukanNya Ngasih Kuota Yang Pantes Dan Waktu Pemakaian Yang Lebih Baik Saja...Bisa-Bisa Pelanggan Pindah Saluran Dech KayakNya",8.7.0
Dityo N,2025-05-16 11:39:22,"aplikasi ini selalu menemani saya pada saat susah dan senang walau hanya menggunakannya beberapa kali dalam setahun, ada undan pun tidak pernah dapat hadiah apapun, untuk tukar poin satu persatu benar2 sangat manusiawi, sangat berfungsi untuk membuat poin saya hangus. begitu perih, hp tua ku tidak sanggup lagi menjalankan aplikasi ini yang begitu canggih, fiturnya penting semua sampai bingung pakainya padahal judul app nya cuma beli pulsa. bravo",8.7.0
Slamet Wahyudi,2025-05-16 11:36:27,koneksi internet sangat cepat,8.7.0
Sopi Anto,2025-05-16 11:34:20,makin hari jaringan internetnya semakin lemot,8.7.0
Farid Kurniawan,2025-05-16 11:33:08,lemot loading lama banget,8.7.0
Achmad fatur Fatur,2025-05-16 11:32:22,sangat bagus,8.7.0
Muhammad Syaifur Rohman,2025-05-16 11:28:16,"aplikasi sangat berat,, internet lancar hp lancar buat buka aplikasi lain bahkan game lancar tp pas buka my telkomsel gak kunjung selesai, udh gitu segala muncul popup"" ga jelas, sama kalo sehabis isi pulsa pasti selalu kepotong buat tagihan pulsa darurat padahal gak ngerasa pake pulsa darurat,, plusssss banyak iklan sampah yg menjebak di sms",8.7.0
TRi x-friends klaten,2025-05-16 11:27:39,"semakin susah aja ni aplikasi my Telkomsel, dah masuk susah eeee dah masuk tiba2 keluar sendiri.",8.7.0
Ade Dody,2025-05-16 11:27:18,Tiap buka aplikasi pasti loading terus. Tidak bisa melihat sisa paket data dan yang lainnya. Solusinya harus instal ulang terus.,8.7.0
Aditya Nurdiansyah,2025-05-16 11:24:50,bagus,8.7.0
Rama Mahardika,2025-05-16 11:18:58,"ini kuota nya sngt mahal, apalagi ini untk ukuran MB nya juga tergolong besar. saya sengaja meletakan binatang 5 pada rating ini agar komentar saya bisa naik ke paling atas. bantu like jika ingin memunculkan komentar saya di atas",8.7.0
bapak anang,2025-05-16 11:17:10,"loadingnya lama, walaupun pakek akses internet dari telkomsel ataupun dari wifi tetap laaaammmmaaaa sekali refreshnya. tolong diperbaiki",8.7.0
Ab Yadi,2025-05-16 11:13:19,Aplikasi My Telkomsel Sangat buruk tidak bisa di gunakan ..!!,8.7.0
Ahmad H.S,2025-05-16 11:09:07,buat ngecek sisa kuota / paketan loadingnya lama banget sampai tk uninstall. sangat buruk sekali aplikasinya,8.7.0
Rahman Arif,2025-05-16 11:05:56,"telkomsel sekarang semakin lemot sinyal nya enggak kayak dulu cepet, dulu Telkomsel kualitas nya bagus di pelosok sinyal kenceng sekarang hampir tidak ada😭😭",8.7.0
sasa,2025-05-16 11:01:40,"katanya bisa jaga pulsa, ini kesedot mulu pulsanya padahal gada tagihan apa apa",8.7.0
Ibu Daneri,2025-05-16 11:01:16,Lumayan,8.7.0
Dyanz Yanzwar,2025-05-16 10:59:50,"spek poco f6 aja masih susah nge buka ini apps, lemotnya kebangetan. minimal spek seperti apa ya biar bisa lancar mau cek kuota/pulsa dan beli paket????????",8.7.0
Hafish Noval,2025-05-16 10:56:44,"harga ELIT jaringan SULIT, Benerin dah jaringan lu kocak ege",8.7.0
Gamers Nob,2025-05-16 10:55:23,bapuk aplikasinya,8.7.0
Riyanti Ni,2025-05-16 10:53:43,emg jembhut yg bikin aplikasi ini aplikasi lama bgt loadingnya,8.7.0
Ade randa,2025-05-16 10:52:34,"jaringan jelekkkk parahhhhhh,brgk",8.7.0
Awang Irvan,2025-05-16 10:50:42,ashuu ashu aplikasi terberat di dunia setelah shopee device udh pake mi14T pro jaringan pake wifi tp pas buka ini loading lama bet pdhl buka ini app sekali sebulan ngapain sih tim IT bikin kek gini? ngrepotin orang aja apa pada ga kasian yg hpnya jadul buka app ini?,8.7.0
Faizal Ardiansah,2025-05-16 10:48:55,nggak rekomen dah,8.7.0
Gerrisalut Coklat,2025-05-16 10:48:44,"g paham lagi sekelas telkomsel g bisa bikin app yg berguna. udah bener indihome dan telkomsel beda app,ini digabung malah jadi lemot banget. mau cek pemakaian indihome mute,cek jaringan juga g bisa. tolong benahi min. signal juga dikencengin,harga melambung tp lemot parah.",8.7.0
Eka SUPRIATNA grab,2025-05-16 10:43:24,"lah ini knpa setiap nlpn, mode jangan ganggu by Telkomsel nya aktif otomatis mulu, padahal udah di matiin",8.7.0
Andi,2025-05-16 10:41:35,"loading home screen berat, dibuka pakai data dari telkomsel malah gak selesai-selesai loadingnya",8.7.0
Anton Grenda,2025-05-16 10:41:20,sinyal jelek,8.7.0
TabsChannel,2025-05-16 10:37:29,kecewa pakai telkomsel sejak 2015 semakin kesini semakin menurun performa jaringan nya sinyal internet tidak stabil hampir dimana susah jaringan terbilang lemot dan jumping,8.7.0
Alvian Yusuf,2025-05-16 10:31:31,"loading lambat, terlalu banyak pop up jadi berat apk nya",8.7.0
Hery Arda,2025-05-16 10:28:45,"aplikasi super berat..di klik senin,kamis baru terbuka,..game online yg berat aja loadingnya lbh cpt daripada my telkomcret ini",8.7.0
Rizki Nanda,2025-05-16 10:28:43,"kadang murah kadang mahal aneh,",8.7.0
Asri Kania,2025-05-16 10:24:14,muter terus. ga bisa liat kuota kuota acan. lambat banget aplikasinya. bukan mempermudah tadi bikin darah tinggi.,8.7.0
riza rizki,2025-05-16 10:19:37,paket makin mahal trosss jangan kasih kendor,8.7.0
Wahyu raixal,2025-05-16 10:13:21,kalo bisa kasih bintang nol udah gua kasih untuk aplikasi ini. aplikasi taik lelet banget eror mulu,8.7.0
fano irvann,2025-05-16 10:09:38,gampang lag,8.7.0
Tiyo Cil,2025-05-16 10:00:24,"gratisan iyaa gratisan, kenapa ngambilnya yang beli dulunan,ngotak dong Telkom",8.7.0
Ghifa Ckp13,2025-05-16 09:57:51,harga paket elit sinyal silit ngelag terus sampe pangkat gw turun sangat tidak menyarankan menggunakan Telkomsel jaringan nya ngelag ngelag abistu paketan nya mahal mending make three lawak Telkon**l,8.7.0
Andriyan Saputra,2025-05-16 09:48:50,cepat dan simpel,8.7.0
Dikypermana Nugraha,2025-05-16 09:45:45,aplikasi nge bug terus wkwkwkwk astaga astaga,8.7.0
Andy Tyo,2025-05-16 09:43:16,ini kenapa cek kuota aja ga bisa hadehhh lama sekali trouble nya😤,8.7.0
Nur Khasan,2025-05-16 09:38:27,"loading terus, susah cek pulsa",8.7.0
Putt Hartanto Wijoyo,2025-05-16 09:28:58,"Tampilan menarik, tp terkadang koneksi terganggu dlm penggunaan aplikasinya terutama pendaftaran paket. Semoga kedepannya semakin lebih baik. Terima kasih",8.7.0
sayyid amin90,2025-05-16 09:15:18,very nice,8.7.0
Dihan Rizqi,2025-05-16 08:58:10,kuotamu larang sinyalmu bau,8.7.0
Firman Wahyudi,2025-05-16 08:55:49,tolong kembalikan uang saya satu juta yang di sedot my Telkomsel,8.7.0
Felix Chaitra,2025-05-16 08:50:39,"Harga paket internet semakin mahal, sia-sia setia pakai Telkomsel sejak 2005",8.7.0
Muhammad Salman r,2025-05-16 08:50:27,banyak promo #kalcerr,8.7.0
Viktor Tito Pakpahan,2025-05-16 08:46:13,Lemot dan pelayanannya kurang memuaskan,8.7.0
Agill Bloodline,2025-05-16 08:44:02,sinyal yg tidak stabil membuat tidak nyaman,8.7.0
Danosh bocil Chanel,2025-05-16 08:43:37,loading nya gak ketolong sekarang my telkomsel jadi gak sabar nunggu nya,8.7.0
Anak Kmy,2025-05-16 08:21:46,"kenapa sekarang susah banget buka my telkomsel, harus sinyal kuat baru bisa buka,",8.7.0
Raidan Alkalifi,2025-05-16 08:11:41,hmmm gimana ya mohon maaf saya kasih bintang 1 karena jaringan nya sangat lemot dan ketika saya sedang buka tiktok jadi sangat lemot sedangkan teman saya yang memakai m 3 tidak apakah m3 lebih bagus dari Telkomsel perbaiki dan jika tidak di perbaiki saya akan ganti kartu,8.7.0
T D,2025-05-16 08:04:08,Aplikasi Lemot !!! Sering gangguan!!! Apalagi sinyalnya !!! Mahal doang kualitas sangat buruk!!! Hot promo malah makin turun kuota nya!,8.7.0
Kaspul Anwar,2025-05-16 07:53:17,Mantaf,8.7.0
Ahmadmazulpahwan7,2025-05-16 07:45:16,aplikasi bego masa gua isi pulsa 5 ribu lewat qris pembayaran lewat dana nga mau masuk.. padahal udah terpotong saldo dana ku.. bug banyaaakk sumpah UI nya memberatkan,8.7.0
badboys,2025-05-16 07:40:12,kepada pihak telkom saya risi dengan pinjol yang nelponin tiap hari kartu perdana baru juga beli sudah terdaptar dengan pinjol padahal saya baru beli kartu knpa sudah d pake pinjol sama orang lain risii banget ... menyesal beli kartu sudah d daptarin pinjol sama pihak yang ta bertanggung jawab,8.7.0
Michael Sianturi,2025-05-16 07:38:39,kualitas jaringan buruk,8.7.0
Puji ono,2025-05-16 07:30:14,"telkomsel selalu di hati, jaringan lancar mantap pokoknya",8.7.0
Legi Man,2025-05-16 07:28:06,Telkomsel yang terbaik,8.7.0
Dimas Satria Wijaya Dimas,2025-05-16 07:26:12,"kenapa aplikasinya jadi susah si,gabisa cek sisa kuota maupun beli paket kuota,aplikasi jadi lelet",8.7.0
Yoke Namsa,2025-05-16 07:12:07,👍,8.7.0
Della ella,2025-05-16 07:12:02,"I like the application cool, only the quota is sometimes expensive haha",8.7.0
Robi Ahmad,2025-05-16 07:07:45,"Tiap masuk apk loading terus mau liat kouta juga susah apalagi beli kouta lambat banget,kebanyakan iklan banner jadi delay tolong lah perbaiki lagi sistem apk nya",8.7.0
Angello Putra,2025-05-16 06:59:59,ga bisa cek kuota dan aplikasi nya sering lemot,8.7.0
ismail jauhari,2025-05-16 06:59:57,jaringan buruk lelet terlalu berat kebanyakan aplikasi my telkomsel gk sesuai yg diharapkan tolong perbaiki sisitem yg ada agar pelanngan telkomsel senang,8.7.0
Fera Safitri,2025-05-16 06:59:08,"dari kemarin mau daftar tapi terjadi kesslahan terus,rusak bnget apk nya",8.7.0
Roy Dermawan,2025-05-16 06:56:26,oke,8.7.0
Ainul Mardhiah,2025-05-16 06:51:43,perbanyaklah promo2 internet yg murah,8.7.0
Humayra Az Zahra,2025-05-16 06:49:43,"nambah gak jelas jaringan internet nya,,,padahal kuota baru beli kemarin,,,hampir tiap hari signal nya buruk💩💩💩",8.7.0
Della Mia,2025-05-16 06:47:16,"jelek kali jaringan kalian ni, merugikan banyak orang, udah lah mahal jaringan payah, ga sesuai, kuliatas kalian rendah kali, gaya sok mahal tapi ga berkualitas",8.7.0
Pkpol Pjt,2025-05-16 06:46:10,cukup bagus,8.7.0
Melinda Wijaya,2025-05-16 06:41:46,lemot,8.7.0
soni farhan,2025-05-16 06:35:07,aplikasi nya lemot kebanyakan fitur nya,8.7.0
Ibnu khambali,2025-05-16 06:33:19,"aq sudah pakai 2 kartu Telkomsel lebih 25tahun, kenapa aplikasinya malah tambah berat... gimana ini. harganya juga tambah mahal, mahal nggak pa pa, tapi harus sesuai kinerjanya.",8.7.0
Ryulent Haibara,2025-05-16 06:28:17,ping ini stabil 200ms napa dah udah 2hari,8.7.0
rendi hamka,2025-05-16 06:23:00,"emang fakta dah, barang bikinan plat merah ga ada yg bener mau cek sisa kuota aja loading nya kaya nunggu giliran berangkat haji harga mahal pelayanan murahan",8.7.0
arya koto,2025-05-16 05:36:53,mau beli paket perpanjangan masa aktif kartu gak bisa. gak jelas kalian.,8.7.0
dimas samuel,2025-05-16 05:34:09,"kuota makin lama makin mahal minimal pengguna sudah lama makin d kasih murah harga kuota nya,ini malah menjadi mahal lebih baik pindah provider sih",8.7.0
Abdul Suhendra,2025-05-16 05:33:08,"cacat,apa gunanya kuota ekstra kalau yang kesedot tetap kuota utama,udah habis kuota utama kuota ekstra masih utuh",8.7.0
Denz Pilee,2025-05-16 05:32:00,👍👍,8.7.0
urp chyn,2025-05-16 05:29:22,kalau ga pakai wifi kadang ga bisa liat pulsa atau sisa kuota tau² habisa raib ga tersisa,8.7.0
Arief Afrizal Rukmana,2025-05-16 05:26:12,lemot. chat cs lama bales nya,8.7.0
Aris,2025-05-16 05:21:13,aplikasi lemot,8.7.0
Yuda Prihadi,2025-05-16 05:18:30,kartu gebleg setan,8.7.0
Moh fahrurozi,2025-05-16 05:15:14,berat banget aplikasi nya,8.7.0
Riska harmawati,2025-05-16 05:14:34,knp telkomsel yg biasa nya bisa top up game pakai poin skrg knp di hlngkn min,8.7.0
Dewi Syahril,2025-05-16 05:13:14,sampah amat ni telkom,8.7.0
AEF SUNARYA AS,2025-05-16 05:10:22,all telkomsel nya ko gak bisa di buka,8.7.0
Rollando Samuel,2025-05-16 04:51:46,"tolong apk dibuat simpel, lag parah. berat sekali",8.7.0
Mohammad Ibrahim,2025-05-16 04:46:50,aplikasi sering mengalami eror,8.7.0
Asri Mustafa,2025-05-16 04:21:21,pelayanan buruk untuk pelanggan indihome masa mau beli paket saja susahnya minta ampun,8.7.0
Nafsiah,2025-05-16 04:19:40,"woy balikin ceban gua kocak, tiba tiba ilang woy lah bagaimana iki, balikin oi",8.7.0
Teguh Prayoga,2025-05-16 04:18:54,jaringan jelek paket mahal aplikasi berat,8.7.0
Febri Yanto,2025-05-16 04:16:12,bobrok larang2 jaringan e sulit gak enk kemajuan telkomsel.,8.7.0
Sekar Kanthil 5758,2025-05-16 04:10:20,"Saya saja atau pengguna lain merasakan hal yg sama, setelah update HP kurang support dg aplikasi, dibuka lama dan keluar sendiri dr aplikasi. Terimakasih",8.7.0
intan fitri,2025-05-16 04:03:59,"jelek banget, mau di install berapa ratus kali?? rusak trus gak menampilkan, gk nunjukin sisa quota,, tau tau pulsa telpon ilang. mencuri dr kesengajaan erorr??!!",8.7.0
Siti Rahmah,2025-05-16 04:01:48,"jaringan nya sangat lag, padahal kalau pake kartu lain bagus-bagus saja jaringan nya.terus jaringan saya 4g eh tetep saja lag, mohon diperbaiki dengan cepat, masa setiap Minggu jaringan nya harus lag mulu, saya jadi kesusahan membuka beberapa apk seperti google. mohon cepat diperbaiki.",8.7.0
Ineu Setiawati,2025-05-16 03:47:57,suka sekali sma Telkomsel..jaringan selalu ada dimana-mana 🤗 selalu suka kalo paketan masih terus yang murah-murah dan terjangkau sma aku 🥰 terus pertahankan ya Telkomsel 🤩🥰,8.7.0
indra movic,2025-05-16 03:33:07,Tolong min aplikasi nya di perbarui lagi. pdhl aku udh aktif kan jaga pulsa. tapi tetap aja pulsa ku berkurang. aneh nya lagi my Telkomsel aku gak hutang pulsa. masa pulsa aku terpotong 14rbu😏😏,8.7.0
Azalek Alek,2025-05-16 03:28:49,terkomsel yg terbaik,8.7.0
Muhamad Rifaldy,2025-05-16 03:21:53,apk aneh buka my Telkomsel ngeleg banget. mao beli paket udh 24 jam gabisa,8.7.0
Prastama Gustian,2025-05-16 03:21:08,"saat ini percuma pake aplikasi, tiap mau buka aplikasi harus clear chace, clear data, install ulang. udah nanya berkali kali ke call centerpun percuma hasilnya nihil , entah apanya yg ga beres , semoga cepet di perbaiki",8.7.0
Hidayat Wibisono,2025-05-16 03:15:25,sejak my IndiHome gabung ke my Telkomsel pengaduan IndiHome jadi lambat responya,8.7.0
Diki,2025-05-16 03:05:16,parah Telkomsel ini saya itu hidup di kota tapi serasa hidup di hutan masa sisa kuota 17 GB untuk buka aplikasi Facebook aja susahnya minta ampun gua sengaja kasih bintang lima biar yang menganggap kartu ini bagus mikir mending providers sebelah harga lebih murah kualitas lebih bagus,8.7.0
Lidia saskya oktavia,2025-05-16 03:01:30,ini kenapa sih mau tautin dana kok gk bisa eror mulu sistem bermasalah kenapa coba kesel deh padahal mau beli paket gk bisa gara² bermasalah tautin apknya,8.7.0
Bijam Aja,2025-05-16 02:59:00,"keren, mantap, bagus, saya suka",8.7.0
agus haryanto,2025-05-16 02:56:07,"aplikasinya terlalu berat, bahkan jaringan telkomsel sendiri tidak mampu membuka.",8.7.0
Ibu Tum,2025-05-16 02:43:51,🙂,8.7.0
Sentinel Syahid,2025-05-16 02:33:32,"aplikasi apaan berat kek gini, buat app kok berat kayak beban gue begini supaya apa ? mau buka ni aplikasi jadi malas",8.7.0
Ahmad Sobari,2025-05-16 02:28:47,semakin susah di akses menjijikan,8.7.0
Agus Setiawan,2025-05-16 02:23:46,ga bisa masuk,8.7.0
Danis Ronkiss,2025-05-16 02:12:58,"MENJENGKELKAN """,8.7.0
Hair Smooth salon,2025-05-16 02:12:36,"klo sdh dibayar tolong diperbarui saldonya.. masa sdh terpotong tpi direstart ulang ttp pulsa segitu,, pas kita mau beli lagi gk bisa , plsa lama trus yg muncul.. lambat loading",8.7.0
fajar nuryanto,2025-05-16 02:09:59,mantab,8.7.0
Ruh yana87,2025-05-16 01:56:16,cukup membantu,8.7.0
Bob 352,2025-05-16 01:49:25,oy Telkom kok setiap gw top up kode otp nya lama banget jirr ayoklah kerja yang bener,8.7.0
Yusimson,2025-05-16 01:44:54,Telkomsel tolong ditambahin daftar pembelian pulsa untuk 85.000.,8.7.0
METALICAT,2025-05-16 01:35:08,"patah aplikasinya, jaringan baguspun tetap loading lama untuk di buka, tolong segera perbaiki.",8.7.0
Zaidan Fedra,2025-05-16 01:34:42,jaringannya ngelag banget kalau di pe desaan,8.7.0
yudi suhendar,2025-05-16 01:34:09,emang my telkomsel aplikasi sampah susah bener buka nya sampai g bisa d buka payah bagian i t e nya,8.7.0
Pilun Apil,2025-05-16 01:32:04,bagus,8.7.0
Putri Ayaniy,2025-05-16 01:21:46,"gimana may telkomsel beli masa aktif gangguan, beli paket gangguan, makin lama telkomsel makin eror,, masa aktif kartu saya udah habis, gangguan terus, pindah kartu aja lah, telkomsel eror terus",8.7.0
jaenudin 1995,2025-05-16 01:18:06,good aplikasi,8.7.0
Harmoko sakjose,2025-05-16 01:16:08,aplikasinya lemot banget beda sama yang dulu katanya bye bye ribet waktunya sat set tolong segera perbaiki,8.7.0
Choirul Anwar,2025-05-16 01:06:37,sinyal bangus,8.7.0
RendyYustisia Gevintio,2025-05-16 00:59:15,aplikasi lemot,8.7.0
Randy core,2025-05-16 00:58:01,aplikasi berat,8.7.0
Apri Yandi,2025-05-16 00:46:18,"KESAL, KECEWA, APAAN INI BELI PAKET MAHAL, TAPI HASILNYA MURAH, APAAN TUH GA JELAS, KALAU MAHAL HASILNYA MAHAL IMBANGIN DONG GMN DAH",8.7.0
dewana bismika,2025-05-16 00:39:56,"paket ""unlimited sepuasnya"" fup cuma 15 gb. astagaa",8.7.0
OMBAS BELOPA,2025-05-16 00:36:00,"Untuk kedua kalinya saya pakai Kartu Halo. Namun kali ini saya mengubah Prabayar menjadi Pascabayar. Semoga aman2 saja. Info : kualitas jaringan didaerah saya (Lebani, Belopa Utara, Luwu, Sulsel) sangat jelek, mohon perhatiannya, tks.",8.7.0
Muh Ikhlas,2025-05-16 00:33:37,Lambat,8.7.0
its me,2025-05-16 00:31:38,"saya pengguna setia Telkomsel. makin suka karena ada my telkomsel bisa belikan pulsa seluruh keluarga dari satu aplikasi. dulu suka mytekomsel, aplikasi ringan. lah makin kesini kok malah ga jelas. loading lama banget. disuruh clear cache force close, ternyata masih lama. solusi apa itu? mana ada buka aplikasi harus clear cache dan force close dulu. aplikasi lain yang jauh lebih kompleks saja bukanya cepat. ini sekelas Telkomsel lo. kenapa ga balik kaya dulu aja sih?",8.7.0
Abie Tea,2025-05-16 00:23:27,"provider terbesar di Indonesia, provider paling cacad,dah lelet,mahal pula",8.7.0
Maesha,2025-05-16 00:23:16,"tolong ya ini apk nya benerin lah, mau cek kuota susah bener, pemakaian sudah hampir 1 bulan tpi kuota ttp sama tidak berkurang kadang tau"" abis😄padahal di apk mash banyak, sudah refresh/clear cache mash sama 🙏",8.7.0
Hidayat Tullah,2025-05-16 00:20:19,ooky,8.7.0
Edy Ethan,2025-05-16 00:18:19,very god,8.7.0
Fendy Becker,2025-05-16 00:16:47,"susah aksesnya, loading terus.harus pake wifi, padahal kuota hp ada & dipake akses ke aplikasi lain masih lancar"" aja. tapi kenapa dipake di my Telkomsel susah banget,aneh!",8.7.0
Vi Ta,2025-05-16 00:05:09,reward tukar koin bagus cuma coba tukar nya tanpa pulsa boleh,8.7.0
Dede Princeton,2025-05-16 00:03:02,plz sy dari 31rb jadi 0 knp ni bisa hilang plz sy,8.7.0
ridho yusalam,2025-05-16 00:01:42,Semakin di update malah semakin nge-bug dan semakin ribet.,8.7.0
Black Red,2025-05-15 23:51:04,"Maaf saya kurangi bintangnya jadi 1 krn mau masuk My Telkomsel aja sekarang susah masih loading terus padahal sinyal full 4G, nunggu lama nggak selesai² loading.nya. mau lihat sisa kuota aj skr hrs hapus dulu baru masukin lagi nomor.nya gitu terus tiap hari.",8.7.0
Vera Waty,2025-05-15 23:49:27,"semakin lama knpa tlkomsel smkin hancur, mw login sj susah amat, kalo bkn mw byr indihome jg gk bakal login2 cape2",8.7.0
Herri Hermawan,2025-05-15 23:48:33,"Jelek, jelas2 dalam akun dimasukkan dua nomer, tapi seringkali salah satu gak terdaftar, tapi nomer masih ada, giliran mau masuk, diklik gak respon sama sekali, super juweleeek...lagi2 error, ampun bener ini aplikasi",8.7.0
riski alvian,2025-05-15 23:37:35,jaringan parah bener beli paketan mahal mahal malah lemot lelet banget tambah lama tambah gak bisa di andelin nih Telkomsel emang lemot terlalu parah,8.7.0
jangan ragu,2025-05-15 23:37:01,buka apk saja susah padahal jaringan bagus,8.7.0
Mentari Sell,2025-05-15 23:22:49,menyenangkan,8.7.0
aan muhammads,2025-05-15 23:12:25,pulsanya ke pke sndri kg jls,8.7.0
Ari Adi s,2025-05-15 23:10:28,"jadi ribet, kebanyakan fitur. berat, loading lama,",8.7.0
Buds Si Petualang Gadget,2025-05-15 23:06:34,kenapa utk pasca bayar sinyalnya sering ga stabil,8.7.0
Nuri Nuraeni,2025-05-15 23:03:08,mntap,8.7.0
Ita Rosyita,2025-05-15 22:27:36,data mahal jaringan makin lemot,8.7.0
Faris Landung,2025-05-15 22:12:00,"Halo developer apk my Telkomsel sekarang sedang ada masalah apa ya, say setiap buka apk nya, kenapa cuma muncul loading aja, apakah mungkin ini bug, tolong perbaiki.",8.7.0
rahmat gunawan,2025-05-15 21:43:32,"kode otp lelet terus, mau masuk aplikasi juga susahhh, kapok",8.7.0
Atin Trian,2025-05-15 20:51:38,"beli 100gb unlimitit serasa beli paket yg 10gb masak baru 13hari udh mau habis,",8.7.0
TM_Adhika Naufa Mahendra,2025-05-15 20:30:37,"aplikasi kok sering enggak lancar, sering error terus, ada kuotanya tapi loading satu abad, tempat juga di tempat yang tinggi di perkotaan, aplikasi aneh",8.7.0
Berlian,2025-05-15 20:30:25,"nyesel beli kartu ini udah beli kuota mahal mahal malah jaringan nya gajelas ngelag parah buat ,ga bisa buat maen game kartu gajelas",8.7.0
M Jais,2025-05-15 20:08:57,telkomsel mantappp jaya trus sinyal stabil dan lancar,8.7.0
Wadhy Saja,2025-05-15 19:43:30,"ada kesalahan di aplikasinya salahsatunya soal mengaitkan akun pembayaran seperti ovo dana dll. sudah di perifikasi di aplikasi pembayarannya pas masuk aplikasi telkomsel nya gagal mengaitkan akun tersebut,",8.7.0
Fahmy CL,2025-05-15 19:39:37,"Kuota ilmupedia harga 13.500 28gb 7hr kenapa skrg jdi 10gb?? Tolong lah kembalikan ke 28gb lagi .. lebih baik harga nya naikin dikit (14.500/15.000) daripada hrs dikurangin kuota nya, buat akses Ruang Guru jdi terbatas klo 10gb jadi ga nyaman ..",8.7.0
Arnoldus Tahoni,2025-05-15 19:19:37,"Profider super mahal, pelit banget",8.7.0
Zetya Games,2025-05-15 19:15:11,"clear chace ,clear data, sampai uninstal dan instal lagi????? terus muter gitu2 aja nih apk????? Hapus aj itu UI musik,video,atau apa lah... aplikasi fokusin dagangan sendiri aj error mulu,malah nmbah2 fitur.. makin rusak. 3xnya saya edit ulasan karna dev nyaranin ini itu.. tp emng apk'y.. mnding gw pakai nokia jadul aj klo pke ini kartu. cek pulsa & paket tetep aj di *888#.",8.7.0
Kenny,2025-05-15 19:04:07,"Terlalu banyak menu tampilan dan membingungkan, juga untuk metode pembayaran paket yg tiap bulan ingin dibeli selalu diarahkan ke pembayaran aplikasi pinjol. Tapi ketika masuk menu yg lain dengan pencarian paket yg sama, baru bisa diarahkan ke pulsa. Tolong dipermudah menu aplikasinya, Terima kasih",8.7.0
Uho Bastian,2025-05-15 18:52:33,sinyal nya sangat lemot sekali dan biaya nya sangat mahal udah itu aja,8.7.0
widya tata,2025-05-15 18:51:21,"Perbaiki aplikasi lu ya, gue cuman mau cek kuota udah 5 menitan gk bisa-bisa. Loading terus, akhirnya gua pakai dial pad. Aplikasi jelek gini perbaiki lagi lah",8.7.0
Andisah Putra,2025-05-15 18:43:43,sinyal parah,8.7.0
HAYUK MANCING,2025-05-15 18:39:01,"jaringan Lemot , Harga paket mahal , apalagi ketengan super seru 5g mahalnya untuk kelas jaringan Lemot , Sinyalmu 4G aja masih burik",8.7.0
Tegar Ankar,2025-05-15 18:33:59,buka aplikasi aja lemot bgt,8.7.0
Ridho Amzah,2025-05-15 18:23:43,"udh ga usah pake perdana ini,gua ngelagg aja udh terhubung sama cs aja gada balesan apapun,ga ada solusi apapun udh beli paketan banyak Disni,nyesel sih gua ketauan pake Indosat dari pada kartu g ajelas ini",8.7.0
